,instance,solver_config,abs_improvement
2546,graph08-pp-001.dgf,jdrasil-b150-n1,7
2600,graph08-pp.dgf,jdrasil-b150-n1,7
2618,graph08-wpp.dgf,jdrasil-b150-n1,3
8940,graph08.dgf,tcs-b125-n1,4
422,graph09-pp-001.dgf,htd-b175-n1,0
2545,graph09-pp.dgf,jdrasil-b150-n1,1
372,graph09-wpp.dgf,htd-b175-n1,0
437,graph09.dgf,htd-b175-n1,0
324,graph10-pp-001.dgf,htd-b175-n1,0
465,graph10-pp.dgf,htd-b175-n1,0
462,graph10-wpp.dgf,htd-b175-n1,0
8867,graph10.dgf,tcs-b125-n1,9
8831,graph11-pp-001.dgf,tcs-b125-n1,4
8924,graph11-pp.dgf,tcs-b125-n1,5
8928,graph11-wpp.dgf,tcs-b125-n1,4
8897,graph11.dgf,tcs-b125-n1,4
8955,graph11pp-pp.dgf,tcs-b125-n1,4
8814,graph11pp.dgf,tcs-b125-n1,3
2484,graph12-pp-001.dgf,jdrasil-b150-n1,7
2569,graph12-pp.dgf,jdrasil-b150-n1,5
2594,graph12-wpp.dgf,jdrasil-b150-n1,5
2524,graph12.dgf,jdrasil-b150-n1,5
2615,graph13-pp-001.dgf,jdrasil-b150-n1,9
2527,graph13-pp.dgf,jdrasil-b150-n1,7
2593,graph13-wpp.dgf,jdrasil-b150-n1,7
2549,graph13.dgf,jdrasil-b150-n1,8
413,graph13pp-pp.dgf,htd-b175-n1,0
17348,graph13pp.dgf,tcs-b150-n1,10
2604,graph14-pp.dgf,jdrasil-b150-n1,8
2587,graph14-wpp.dgf,jdrasil-b150-n1,8
2617,graph14.dgf,jdrasil-b150-n1,6
327,inithx.i.1-pp.dgf,htd-b175-n1,0
439,inithx.i.2-pp.dgf,htd-b175-n1,0
392,inithx.i.3-pp.dgf,htd-b175-n1,0
2596,kroA200.tsp.dgf,jdrasil-b150-n1,1
2581,kroB200.tsp.dgf,jdrasil-b150-n1,1
353,le450_15a-pp.dgf,htd-b175-n1,0
449,le450_15a.dgf,htd-b175-n1,0
368,le450_15b-pp.dgf,htd-b175-n1,0
433,le450_15b.dgf,htd-b175-n1,0
470,le450_15c.dgf,htd-b175-n1,0
371,le450_15d.dgf,htd-b175-n1,0
379,le450_25a-pp.dgf,htd-b175-n1,0
356,le450_25a.dgf,htd-b175-n1,0
418,le450_25b-pp.dgf,htd-b175-n1,0
408,le450_25b.dgf,htd-b175-n1,0
374,le450_25c.dgf,htd-b175-n1,0
454,le450_25d.dgf,htd-b175-n1,0
459,le450_5a.dgf,htd-b175-n1,0
337,le450_5b.dgf,htd-b175-n1,0
453,le450_5c.dgf,htd-b175-n1,0
383,le450_5d.dgf,htd-b175-n1,0
409,link-pp.dgf,htd-b175-n1,0
423,link-wpp.dgf,htd-b175-n1,0
441,munin2-wpp.dgf,htd-b175-n1,0
377,munin4-pp.dgf,htd-b175-n1,0
467,munin4-wpp.dgf,htd-b175-n1,0
326,pcb442.tsp-pp.dgf,htd-b175-n1,0
414,pcb442.tsp.dgf,htd-b175-n1,0
2574,pigs.dgf,jdrasil-b150-n1,1
2525,pr226.tsp.dgf,jdrasil-b150-n1,1
2509,pr264.tsp-pp.dgf,jdrasil-b150-n1,1
2533,pr264.tsp.dgf,jdrasil-b150-n1,1
323,pr299.tsp-pp.dgf,htd-b175-n1,0
2469,pr299.tsp-pp.dgf-002.dgf,jdrasil-b150-n1,1
2565,pr299.tsp.dgf,jdrasil-b150-n1,1
16932,pr439.tsp-pp.dgf,tcs-b50-n1,2
2609,pr439.tsp.dgf,jdrasil-b150-n1,1
346,queen15_15.dgf,htd-b175-n1,0
386,queen16_16.dgf,htd-b175-n1,0
4853,rd400.tsp-pp.dgf,tcs-b100-n1,1
2504,rd400.tsp.dgf,jdrasil-b150-n1,2
427,school1-pp.dgf,htd-b175-n1,0
351,school1.dgf,htd-b175-n1,0
448,school1_nsh-pp.dgf,htd-b175-n1,0
349,school1_nsh.dgf,htd-b175-n1,0
2584,tsp225.tsp-pp.dgf,jdrasil-b150-n1,1
4732,tsp225.tsp.dgf,tcs-b100-n1,2
2566,vibrio_primal_graph-pp.dgf,jdrasil-b150-n1,2
330,yeast_primal_graph-pp.dgf,htd-b175-n1,0
452,zeroin.i.1.dgf,htd-b175-n1,0
404,zeroin.i.2.dgf,htd-b175-n1,0
461,zeroin.i.3.dgf,htd-b175-n1,0
575,BN_16.dgf,htd-b175-n1,0
2722,BN_17.dgf,jdrasil-b150-n1,2
560,BN_18.dgf,htd-b175-n1,0
562,BN_19.dgf,htd-b175-n1,0
579,BN_20.dgf,htd-b175-n1,0
557,BN_21.dgf,htd-b175-n1,0
571,BN_22.dgf,htd-b175-n1,0
572,BN_23.dgf,htd-b175-n1,0
577,BN_26.dgf,htd-b175-n1,0
561,BN_27.dgf,htd-b175-n1,0
569,BN_70.dgf,htd-b175-n1,0
27490,BN_72.dgf,jdrasil-b125-n1,10
2713,BN_73.dgf,jdrasil-b150-n1,2
27500,BN_76.dgf,jdrasil-b125-n1,10
2723,d2103.tsp-pp.dgf,jdrasil-b150-n1,3
9056,d2103.tsp.dgf,tcs-b125-n1,7
3323,fl3795.tsp.dgf,jdrasil-b75t1800-n1,1
2719,fnl4461.tsp.dgf,jdrasil-b150-n1,2
559,pcb3038.tsp.dgf,htd-b175-n1,0
566,pignet2.dgf,htd-b175-n1,0
4962,pr2392.tsp-pp.dgf,tcs-b100-n1,3
563,sheep.dimacs-pp,htd-b175-n1,0
4937,u2152.tsp-pp.dgf,tcs-b100-n1,6
9065,u2152.tsp.dgf,tcs-b125-n1,1
2705,u2319.tsp-pp.dgf,jdrasil-b150-n1,1
2725,u2319.tsp.dgf,jdrasil-b150-n1,2
551,brd14051.tsp.dgf,htd-b175-n1,0
544,d15112.tsp.dgf,htd-b175-n1,0
552,d18512.tsp.dgf,htd-b175-n1,0
548,pla33810.tsp.dgf,htd-b175-n1,0
550,pla7397.tsp.dgf,htd-b175-n1,0
547,rl5915.tsp.dgf,htd-b175-n1,0
549,rl5934.tsp.dgf,htd-b175-n1,0
546,sheep.dimacs,htd-b175-n1,0
545,usa13509.tsp.dgf,htd-b175-n1,0
